Date	Open	High	Low	Close	Volume	Stock Splits
22-08-2014	6.727714062	6.850714207	6.715000153	6.845571041	137354000	0
25-08-2014	6.879285812	6.932857037	6.821856976	6.870429039	134848000	0
26-08-2014	6.835713863	6.883571148	6.779285908	6.84800005	101374000	0
27-08-2014	6.848570824	6.860713959	6.766142845	6.781428814	103943000	0
28-08-2014	6.752142906	6.82114315	6.725856781	6.788713932	75845000	0
29-08-2014	6.812142849	6.864285946	6.773428917	6.823429108	98385000	0
02-09-2014	6.835713863	6.839857101	6.779857159	6.808570862	88067000	0
03-09-2014	6.864571095	6.965713978	6.807570934	6.819857121	162190000	0
04-09-2014	6.844429016	6.881286144	6.744713783	6.752429008	119588000	0
05-09-2014	6.760428905	6.81928587	6.715285778	6.79542923	119532000	0
08-09-2014	6.777143002	6.865714073	6.774285793	6.847570896	76685000	0
09-09-2014	6.947143078	6.989857197	6.80571413	6.842999935	197379000	0
10-09-2014	6.860000134	6.925000191	6.814857006	6.919857025	91049000	0
11-09-2014	6.893857002	6.919428825	6.852428913	6.879428864	78652000	0
12-09-2014	6.909286022	6.927000046	6.801713943	6.807857037	134253000	0
15-09-2014	6.822000027	6.822000027	6.526429176	6.539286137	206171000	0
16-09-2014	6.405714035	6.544857025	6.365714073	6.527286053	268387000	0
17-09-2014	6.527286053	6.555285931	6.447000027	6.493286133	121331000	0
18-09-2014	6.53528595	6.590857029	6.475999832	6.557285786	106302000	0
19-09-2014	6.585713863	6.590428829	6.488142967	6.535999775	119609000	0
22-09-2014	6.518143177	6.527856827	6.269713879	6.325428963	161693000	0
23-09-2014	6.303286076	6.400143147	6.29285717	6.341429234	114716000	0
24-09-2014	6.349429131	6.452285767	6.322000027	6.436571121	95515000	0
25-09-2014	6.427143097	6.462142944	6.320285797	6.335570812	98399000	0
26-09-2014	6.357142925	6.4377141	6.341286182	6.410714149	104048000	0
29-09-2014	6.343856812	6.436285973	6.314570904	6.422286034	95165000	0
30-09-2014	6.461429119	6.531285763	6.425714016	6.445428848	124726000	0
01-10-2014	6.409856796	6.428571224	6.247000217	6.2685709	154161000	0
02-10-2014	6.269999981	6.435571194	6.255428791	6.428286076	184506000	0
03-10-2014	6.474143028	6.579999924	6.464428902	6.564857006	152901000	0
06-10-2014	6.599999905	6.67442894	6.585713863	6.621142864	137095000	0
07-10-2014	6.587142944	6.661142826	6.514286041	6.517857075	137592000	0
08-10-2014	6.523571014	6.679999828	6.448286057	6.669428825	143325000	0
09-10-2014	6.666142941	6.685571194	6.565143108	6.594571114	149282000	0
10-10-2014	6.568571091	6.640571117	6.449142933	6.458285809	191107000	0
13-10-2014	6.446428776	6.463857174	6.185713768	6.26542902	202167000	0
14-10-2014	6.364428997	6.456999779	6.258999825	6.415999889	167475000	0
15-10-2014	6.349571228	6.442571163	6.145429134	6.408429146	599277000	0
16-10-2014	4.753285885	5.230999947	4.728570938	5.167142868	923048000	0
17-10-2014	5.140142918	5.143857002	4.878571033	5.101285934	791609000	0
20-10-2014	5.085713863	5.274143219	5.079286098	5.131713867	335293000	0
21-10-2014	5.175142765	5.239857197	5.077713966	5.228428841	193655000	0
22-10-2014	5.271286011	5.456857204	5.188570976	5.352142811	321503000	0
23-10-2014	5.43599987	5.511000156	5.403571129	5.472000122	199164000	0
24-10-2014	5.465428829	5.528571129	5.440143108	5.500286102	146573000	0
27-10-2014	5.484285831	5.492856979	5.381429195	5.420000076	149443000	0
28-10-2014	5.425000191	5.526713848	5.40500021	5.517428875	117369000	0
29-10-2014	5.517428875	5.524000168	5.396714211	5.401429176	125076000	0
30-10-2014	5.393000126	5.461999893	5.351428986	5.414429188	105938000	0
31-10-2014	5.491428852	5.625286102	5.485713959	5.611000061	204701000	0
03-11-2014	5.617570877	5.650286198	5.501571178	5.548714161	175812000	0
04-11-2014	5.527429104	5.532143116	5.410999775	5.468286037	113897000	0
05-11-2014	5.508714199	5.540571213	5.376999855	5.434000015	136458000	0
06-11-2014	5.400000095	5.504714012	5.390714169	5.475714207	99918000	0
07-11-2014	5.477714062	5.503571033	5.418570995	5.487999916	93037000	0
10-11-2014	5.471428871	5.563570976	5.414286137	5.532429218	97111000	0
11-11-2014	5.532429218	5.630000114	5.45442915	5.465000153	148386000	0
12-11-2014	5.444714069	5.513713837	5.386285782	5.483714104	109585000	0
13-11-2014	5.492286205	5.500713825	5.393286228	5.420143127	104902000	0
14-11-2014	5.419713974	5.531713963	5.408143044	5.514856815	109886000	0
17-11-2014	5.505428791	5.564286232	5.439286232	5.444857121	92253000	0
18-11-2014	5.442856789	5.498570919	5.436142921	5.443285942	79212000	0
19-11-2014	5.474429131	5.529285908	5.180857182	5.187142849	245154000	0
20-11-2014	5.186999798	5.332285881	5.157143116	5.259142876	154252000	0
21-11-2014	5.32114315	5.33214283	5.135714054	5.146856785	178780000	0
24-11-2014	5.150856972	5.192286015	5.077143192	5.092429161	178640000	0
25-11-2014	5.01457119	5.034714222	4.914286137	4.985570908	281008000	0
26-11-2014	5.01542902	5.052713871	4.974571228	5.016571045	100632000	0
28-11-2014	5.051286221	5.057143211	4.942714214	4.951285839	67025000	0
01-12-2014	4.928571224	4.95714283	4.823429108	4.882999897	119644000	0
02-12-2014	4.875713825	5.047714233	4.869143009	5.032999992	142716000	0
03-12-2014	5.022142887	5.073143005	4.918142796	5.073143005	138194000	0
04-12-2014	5.04285717	5.113571167	4.990857124	5.008571148	118538000	0
05-12-2014	5.014713764	5.064286232	4.973286152	5.013143063	99302000	0
08-12-2014	4.988142967	4.99828577	4.828999996	4.849713802	136213000	0
09-12-2014	4.782000065	4.933713913	4.700285912	4.911142826	179767000	0
10-12-2014	4.902143002	4.924714088	4.766571045	4.776000023	126448000	0
11-12-2014	4.801286221	4.869999886	4.765571117	4.780428886	117691000	0
12-12-2014	4.741714001	4.832285881	4.697999954	4.77828598	135212000	0
15-12-2014	4.805571079	4.841856956	4.661857128	4.671999931	120190000	0
16-12-2014	4.642714024	4.706999779	4.514286041	4.520571232	169477000	0
17-12-2014	4.537570953	4.786714077	4.507713795	4.766428947	201929000	0
18-12-2014	4.840000153	4.892857075	4.723286152	4.777429104	156394000	0
19-12-2014	4.789999962	4.872000217	4.762143135	4.858857155	150479000	0
22-12-2014	4.854286194	4.923999786	4.774857044	4.80971384	79940000	0
23-12-2014	4.828713894	4.842856884	4.747285843	4.806142807	82915000	0
24-12-2014	4.807285786	4.907000065	4.79985714	4.887143135	54110000	0
26-12-2014	4.884428978	4.948429108	4.853428841	4.857857227	88473000	0
29-12-2014	4.796999931	4.910429001	4.765285969	4.884714127	85883000	0
30-12-2014	4.871428967	4.914000034	4.85385704	4.90328598	70112000	0
31-12-2014	4.90328598	4.939143181	4.878714085	4.880143166	86275000	0
02-01-2015	4.915143013	5.033143044	4.873143196	4.984857082	134750000	0
05-01-2015	4.925857067	4.925857067	4.71471405	4.731142998	181650000	0
06-01-2015	4.734714031	4.763999939	4.566143036	4.650143147	160377000	0
07-01-2015	4.734714031	4.742143154	4.627142906	4.674285889	98497000	0
08-01-2015	4.711999893	4.783570766	4.647857189	4.777999878	96019000	0
09-01-2015	4.763143063	4.802000046	4.689857006	4.704143047	95781000	0
12-01-2015	4.709000111	4.719857216	4.526429176	4.554714203	129444000	0
13-01-2015	4.602142811	4.704856873	4.590000153	4.625570774	187215000	0
14-01-2015	4.70714283	4.736999989	4.56799984	4.631999969	198849000	0
15-01-2015	4.654714108	4.678571224	4.584428787	4.625143051	116690000	0
16-01-2015	4.685713768	4.824999809	4.638143063	4.819142818	196966000	0
20-01-2015	4.857142925	5	4.771429062	4.982857227	405510000	0
21-01-2015	5.923429012	5.923999786	5.741000175	5.846857071	669025000	0
22-01-2015	5.857142925	6.137429237	5.782856941	6.120571136	333193000	0
23-01-2015	6.098856926	6.274285793	6.088142872	6.249429226	267841000	0
26-01-2015	6.257143021	6.389856815	6.195713997	6.379428864	212688000	0
27-01-2015	6.308713913	6.53399992	6.304999828	6.488142967	246127000	0
28-01-2015	6.474143028	6.482142925	6.308143139	6.320857048	245329000	0
29-01-2015	6.320428848	6.392714024	6.25	6.340000153	151277000	0
30-01-2015	6.313285828	6.398428917	6.265571117	6.311429024	132153000	0
02-02-2015	6.284286022	6.342856884	6.195570946	6.301000118	129906000	0
03-02-2015	6.331999779	6.546713829	6.272999763	6.527429104	164402000	0
04-02-2015	6.504143238	6.517428875	6.388999939	6.410142899	124509000	0
05-02-2015	6.454143047	6.513856888	6.36657095	6.413000107	142485000	0
06-02-2015	6.425000191	6.442856789	6.317571163	6.34800005	88984000	0
09-02-2015	6.319857121	6.378571033	6.263713837	6.32957077	81732000	0
10-02-2015	6.346000195	6.515714169	6.310142994	6.485000134	154189000	0
11-02-2015	6.482999802	6.614142895	6.455714226	6.498428822	139531000	0
12-02-2015	6.505856991	6.560713768	6.445143223	6.524713993	84644000	0
