,Strategy,Kelly,BuyAndHold
196,3.8660624362568647,1.2444247391377092,0.4650381960578775
197,4.1770343716154725,1.2694489838258307,0.5024441692484732
198,4.446562281292471,1.2899271449212493,0.5348649526605481
199,4.484754377636156,1.2918616254075388,0.5394589766527037
200,4.480269623258519,1.2905697637821312,0.5427473014534658
201,4.474593508315789,1.2892233260036274,0.5426024347658162
202,4.470118914807474,1.2879341026776239,0.5323857649431695
203,4.458009046735275,1.2865478541475175,0.5314758800437636
204,4.453551037688539,1.28526130629337,0.535436770791988
205,4.663168251343258,1.29022109628523,0.561173841726593
206,4.699634570346872,1.292740370735538,0.5655622624795844
207,4.694934935776525,1.2914476303648026,0.5406920782020177
208,4.694934935776525,1.2914476303648026,0.52935296217998
209,4.902182230350161,1.2902262574067422,0.5532494055890046
210,4.989864082728105,1.2959955976168878,0.5631449848289415
211,4.984874218645377,1.294699602019271,0.5298453176862666
212,4.984874218645377,1.294699602019271,0.5047572949463869
213,4.984874218645377,1.294699602019271,0.48766943646408345
214,4.984874218645377,1.294699602019271,0.46861510280350865
215,4.984874218645377,1.294699602019271,0.4531034351690787
216,4.984874218645377,1.294699602019271,0.4562673475467731
217,4.936863709845809,1.291992157470178,0.45232919558832924
218,4.931926846135963,1.290700165312708,0.4361040494213626
219,4.931926846135963,1.290700165312708,0.4456665715867148
220,3.2968869649854096,1.207053546781335,0.29836417924075687
221,3.2935900780204244,1.2058464932345536,0.1867675413031133
222,3.2935900780204244,1.2058464932345536,0.17795721084224875
223,3.2935900780204244,1.2058464932345536,0.17118044122412235
224,3.2935900780204244,1.2058464932345536,0.1575825896290147
225,3.2935900780204244,1.2058464932345536,0.1415398156090197
226,3.2935900780204244,1.2058464932345536,0.1423388271954032
227,3.322089783232643,1.2069278021634806,0.1437128355744331
228,3.31876769344941,1.205720874361317,0.14366961432735573
229,3.4812478798151574,1.2146540302384228,0.150847059085716
230,3.5606606730728005,1.2151975047907402,0.15428812008747766
231,3.354898986265561,1.209354842243364,0.1453721949942504
232,3.3515440872792954,1.2081454874011206,0.1289544997884073
233,3.3515440872792954,1.2081454874011206,0.11853240423018217
234,3.3515440872792954,1.2081454874011206,0.11636441225004089
235,3.217886917581043,1.202711763435484,0.11184024752410299
236,3.214669030663462,1.2015090516720486,0.10973135457910974
237,3.622442159292382,1.222512760465293,0.12376024754522748
238,3.875977641806302,1.2425931478161414,0.1324222530922121
239,3.8721016641644956,1.2413505546683252,0.13448296904779528
240,3.6747388181977527,1.2355164924798745,0.12776279172964802
241,3.671064079379555,1.2342809759873947,0.12301593604331476
242,3.8571721270770505,1.2402978067622583,0.12937536060575575
243,3.940420429397401,1.2418258505529574,0.13216763400649556
244,3.8133374146956425,1.240994785720359,0.12790507835374437
245,3.8095240772809467,1.2397537909346386,0.12817121611594312
246,4.039347118824181,1.2483823095949076,0.13603177020416998
247,4.197625980363737,1.2517856878150393,0.1413620755945604
248,4.330090272460355,1.254710591390079,0.1458230321830079
249,4.279511086619504,1.2540864753404917,0.1441196935040039
250,4.275231575532884,1.2528323888651511,0.14970375731021732
251,4.405478505219406,1.260059823325582,0.1544142560578578
252,4.401073026714187,1.2587997635022563,0.14842862334781126
253,4.401073026714187,1.2587997635022563,0.14815261787851602
254,4.52369901889746,1.2587898127526904,0.15242870967205188
255,4.390682627714414,1.2558007220040854,0.14794664382537087
256,4.3862919450866995,1.2545449212820814,0.13343863671947026
257,4.3862919450866995,1.2545449212820814,0.11746226888532997
258,4.3862919450866995,1.2545449212820814,0.10757421838138202
259,4.3862919450866995,1.2545449212820814,0.11417992980308278
260,4.534014576434142,1.2630265165538554,0.11813948981445366
261,4.529480561857708,1.2617634900373016,0.11512221939127643
262,4.46119619462623,1.259697728442524,0.11350181194052984
263,4.456734998431604,1.2584380307140814,0.11568764387108675
264,4.733904476000323,1.2685505416961913,0.12299807920002086
265,5.050397611509748,1.2732603831258944,0.13122132239071185
266,5.256904995468922,1.2817543729128082,0.13658687458898097
267,5.251648090473453,1.2804726185398954,0.12853551271736155
268,5.251648090473453,1.2804726185398954,0.1212096602894542
269,5.251648090473453,1.2804726185398954,0.1180174487007241
270,5.251648090473453,1.2804726185398954,0.11906952433917897
271,5.577045714233454,1.2868538248280816,0.1265662664749953
272,5.7044234179078455,1.29008067779243,0.12945699414916176
273,5.698718994489938,1.2887905971146376,0.13181798051075433
274,5.7834269282704955,1.2894772391928164,0.133909191255672
275,5.777643501342225,1.2881877619536235,0.12546866862274847
276,5.777643501342225,1.2881877619536235,0.11706069585418732
277,5.777643501342225,1.2881877619536235,0.11654583003267178
278,5.782795506891833,1.287001064599181,0.11676630141002707
279,5.777012711384941,1.2857140635345818,0.12506612067961906
